fr,de,ru,en,zh,es,ja,ko,et,fi,nl,hi,word_original,it
"['langue', 'langage', 'langage humain', 'langage parlé', 'langue parlée', 'parole', 'cours magistral', 'enseignement magistral']","['Zunge', 'Sprache', 'menschliche Sprache', 'Einzelsprache', 'gesprochene Sprache', 'Sprechen', 'Gesprochene Sprache', 'Vorlesung']","['язык', 'язы́к', 'речь', 'устная речь', 'говорение', 'лекция']","['speech', 'language', 'human language', 'linguistic communication', 'spoken language', 'oral communication', 'spoken communication', 'voice communication', 'speech communication', 'lecture', 'lecturing']","['語言', '语言', '言语', '言語', '话', '話', '口語', '口语', '說話', '演講', '演讲', '講述教學法', '讲座', '讲演', '讲课']","['lengua', 'idioma', 'lenguaje', 'comunicación lingüística', 'lengua hablada', 'habla', 'lenguaje oral', 'comunicación oral', 'comunicación verbal', 'lenguaje verbal', 'clase magistral', 'conferencia', 'presentación oral', 'clase']","['言語', '個別言語', '言葉', '口語', '音声', '音声言語', '口頭言語', '講義']","['언어', '말', '개개의 언어', '말하기', '랑그와 파롤', '구어', '강의']","['keel', 'Kõne', 'Suuline keel', 'suuline keel', 'kõne', 'loeng']","['kieli', 'kielellinen kommunikaatio', 'puhe', 'puhekieli', 'ääniviestintä', 'puheviestintä', 'puhuttu kieli', 'puhuminen', 'suullinen viestintä', 'luento', 'esitelmä', 'esitelmöinti', 'luennointi']","['taal', 'spraak', 'tong', 'spreektaal', 'gesproken taal', 'lezing', 'hoorcollege']","['ज़बान', 'भाषा', 'ज़ुबान', 'भासा', 'लिसान', 'भाष', 'वाणी', 'भाखा', 'बोली', 'vani', 'बोलना', 'उपन्यास']",speech,"['lingua', 'linguaggio', 'idioma', 'lingua parlata', 'parlare', 'parlata', 'lezione magistrale', 'conferenza', 'lezione']"
"['mineur', 'frite', 'gosse', 'enfant', 'pomme frite', 'jeune', 'responsabilité pénale des mineurs', 'fille', 'enfants']","['Minderjährige', 'Kind', 'Jugendliche', 'minderjährigkeit', 'Minderjährigkeit', 'Tochter', 'Kinder']","['несовершеннолетний', 'ребенок', 'ребёнок', 'дочь', 'дщерь', 'до́чка']","['child', 'fry', 'french fry', 'minor', 'chip', 'youngster', 'shaver', 'small fry', 'kid', 'nestling', 'tiddler', 'tike', 'tyke', 'nipper', 'daughter', 'girl', 'children']","['兒童', '孩儿', '孩', '小孩子', '小孩', '小兒', '孩子', '孩兒', '儿童', '小儿', '未成年人', '女兒', '女儿', '閨女', '闺女', '姑娘', '小孩儿', '儿子或女儿', '后代']","['papa frita', 'niña', 'menor de edad', 'menor', 'niño', 'joven', 'infancia', 'minoría de edad', 'jovenzuelo', 'mozalbete', 'chico', 'muchachuelo', 'chiqüelo', 'chiquillo', 'criatura', 'crío', 'chango', 'pececillo', 'cría', 'chaval', 'alevín', 'nene', 'tike', 'hija', 'hijo', 'niños', 'ninzzo']","['子', '子供', '未成年者', '娘', 'お嬢さん']","['아이', '어린이', '미성년자', '딸', '따님']","['alaealine', 'laps', 'alaealisus', 'tütar', 'lapsed']","['alaikäinen', 'lapsi', 'vekara', 'pikkumies', 'vintiö', 'napero', 'lapsukainen', 'kersa', 'pentu', 'tenava', 'ipana', 'muksu', 'tytär', 'tyttö']","['patat', 'kind', 'friet', 'jongere', 'jongeling', 'minderjarige', 'ding', 'dochter', 'dochterlief', 'kinderen', 'loot', 'spruit', 'koter']","['नाबालिग', 'बच्चा', 'बेटी', 'लड़की', 'पुत्री', 'दुख़्तर']",child,"['minore', 'fanciullo', 'giovane', 'fanciullino', 'bambino', 'moccioso', 'mimmo', 'pargolo', 'bimbo', 'figlio', 'ragazzo', 'marmocchio', 'figlia', 'figliola', 'bambina', 'bambini', 'bambine', 'figlio piccolo']"
['tour'],['Turm'],"['вышка', 'башня', 'ба́шня']",['tower'],"['塔樓', '塔', '樓臺', '楼台', '楼阁', '塔楼', '樓閣', '塔式建築']",['torre'],"['塔', 'タワー']",['탑'],['torn'],['torni'],['toren'],['बुर्ज'],tower,['torre']
"['chevelure', 'pelage', 'cheveux', 'poil', 'cheveu', 'tif']","['Haar', 'Haupthaar', 'Kopfhaar']","['волосы', 'во́лос', 'волоси́нка', 'волоси́на']","['hair', 'pilus']","['发丝', '髮絲', '毛', '毛髮', '頭髮', '头发', '毛发']","['cabello', 'pelo']","['毛', '髪の毛 (かみのけ', '髪']","['털', '머리', '머리카락', '머리칼']","['karv', 'karvad', 'juuksed']","['karvoitus', 'karva', 'hius', 'jouhi', 'ihokarva']","['haar', 'kuif', 'hoofd', 'beharing', 'hoofdhaar', 'haardos', 'kop', 'pruik']",['बाल'],hair,"['pelo', 'peluria', 'capello']"
"['humain', 'homme', 'être humain', 'Homo', 'homo', 'Homo sapiens sapiens', 'homo sapiens sapiens', 'mortel', 'personne', ""quelqu'un"", 'individu']","['Mensch', 'Hominid', 'Homo', 'Homo sapiens sapiens', 'Sterbliche', 'Jemand', 'Sterblicher', 'Individuum']","['человек', 'Люди', 'Homo sapiens sapiens', 'люди', 'ли́чность', 'индивид', 'челове́к', 'личность', 'индиви́дуум', 'персо́на', 'осо́ба', 'физи́ческое лицо́']","['person', 'homo', 'human being', 'hominid', 'human', 'man', 'Homo', 'Homo sapiens sapiens', 'someone', 'mortal', 'individual', 'somebody', 'soul']","['现代人', '智人', '現代人', '人', '人类', '人類', 'Homo sapiens sapiens', '人屬', '人属', 'Homo sapiens', '灵魂', '某人', '个人', '凡人', '个体', '個人']","['ser humano', 'hombre', 'humano', 'Homo', 'Homo sapiens sapiens', 'humanidad', 'humana', 'homo', 'ser', 'persona', 'mortal', 'individuo', 'alguno', 'alma', 'alguien']","['人間', 'ホモ・サピエンス・サピエンス', 'ヒト属', 'ヒト', '人', '個人', '者', '方', '人物']","['호모 사피엔스 사피엔스', '사람', '사람속', 'Homo sapiens', '분', '인격체', '인']","['inimene', 'Inimene', 'Homo sapiens sapiens', 'isik', 'indiviid']","['ihminen', 'ihmiset', 'Homo sapiens sapiens', 'henkilö', 'yksilö', 'luonnollinen henkilö', 'persoona']","['homo sapiens', 'ziel', 'wereldburger', 'mensenkind', 'sterveling', 'mens', 'mensachtige', 'Homo', 'Homo sapiens sapiens', 'iemand', 'persoon', 'individu', 'man', 'figuur', 'deze of gene']","['मनुष्य', 'होमो', 'Homo sapiens', 'व्यक्ति', 'लोक', 'ज़ात', 'मानव', 'शख़्स', 'जन', 'शख्स', 'आदम', 'मानस']",person,"['uomo', 'essere umano', 'Homo', 'Homo sapiens sapiens', 'umano', 'persona', 'individuo', 'mortale', 'anima', 'singolo', 'soggetto']"
"['fonctionnaire', 'haut fonctionnaire', 'haute fonction publique', 'cadre', 'arbitre', 'officiel', 'arbitre de tennis', 'Officiel', 'arbitre de basket-ball']","['Beambte', 'Funktionärin', 'Sachbearbeiter', 'Beamter', 'leitender Beamter', 'Beamtin', 'Funktionär', 'Schiedsrichter', 'Offizieller', 'American-Football-Schiedsrichter', 'Basketballschiedsrichter', 'Schiedsrichter beim Tennis']","['чино́вник', 'должностно́е лицо́', 'официа́льное лицо́', 'должностное лицо', 'слу́жащий', 'функционе́р', 'чино́вница', 'судья', 'судья в американском футболе', 'судья в канадском футболе', 'хоккейный судья', 'офишел', 'баскетбольный судья', 'теннисный судья']","['official', 'functionary', 'referee', 'umpire', 'tennis official', 'basketball official', 'tennis umpire']","['官員', '公务员', '官员', '公務員', '职员', '做负责人或行使特殊使命的人', '官', '網球賽事委員會']","['funcionaria pública', 'funcionario público', 'oficial', 'funcionario', 'funcionaria', 'alto cargo', 'árbitro', 'árbitro de tenis', 'árbitro de baloncesto', 'árbitro de hockey sobre hielo', 'árbitro de fútbol americano', 'jueces', 'árbitro de fútbol canadiense']","['役員', '職員', '役人', '公務員', 'レフリー', 'テニス審判員', '審判員', '審判']","['직원', '공무원', '심판']","['ametnik', 'vahekohtunik', 'korvpallikohtunik', 'tennisekohtunik']","['toimitsija', 'toimihenkilö', 'viranomainen', 'virkamies', 'virkailija', 'erotuomari', 'koripallotuomari', 'tennistuomari', 'tuomari', 'jääkiekkotuomari']","['ambtenaar', 'functionaris', 'beambte', 'scheidsrechter', 'basketbalscheidsrechter', 'ijshockey-scheidsrechter', 'tennisscheidsrechter', 'staatsambtenaar', 'officiaal']","['अधिकारी', 'रेफ्री']",official,"['funzionario', 'funzionario pubblico', 'pubblico ufficiale', 'ufficiale', 'magistrato', 'uffiziale', 'uficiale', 'ufiziale', 'arbitro', 'arbitro di pallacanestro', 'arbitro di hockey su ghiaccio', 'giudice']"
"['organisme', 'autorité', 'agence', 'bureau', 'agence publique', 'ministère', 'administration fédérale', 'emploi', 'position', 'place', 'situation', 'fonction']","['Bureau', 'Autorität', 'Amt', 'Koryphäe', 'Büro', 'Behörde', 'Kontor', 'Bürogebäude', 'Posten', 'Stelle']","['офис', 'орган публичной власти', 'аге́нтство', 'правительственный офис', 'о́рган', 'пост', 'до́лжность']","['office', 'agency', 'authority', 'federal agency', 'government agency', 'bureau', 'government office', 'business office', 'position', 'place', 'spot', 'post', 'situation', 'berth', 'billet']","['辦公室', '办公室', '政府机构', '政府機構', '事务所']","['autoridad', 'agencia', 'oficina', 'organismo público', 'oficina gubernamental', 'organismo autónomo', 'departamento', 'empleo', 'puesto', 'cargo', 'posición', 'lugar']","['オフィス', '事務所', '事務室', '執務室', '官庁', '政府機関']","['사무실', '정부 기관', '관청', '오피스']","['kontor', 'büroo', 'asutus', 'Kontor']","['virka', 'työhuone', 'toimisto', 'virasto', 'viranomainen', 'ministeriö', 'valtion virasto', 'liittovaltion virasto', 'elin', 'laitos', 'taloustoimisto', 'asema', 'työpaikka', 'paikka', 'toimi']","['kantoor', 'autoriteit', 'bureau', 'bureel', 'expert', 'agentschap', 'overheidsagentschap', 'dienst', 'overheidsinstelling', 'kantoorgebouw', 'kabinet', 'standplaats']","['दफ़्तर', 'कार्यालय', 'एजेंसी', 'प्राधिकार']",office,"['ente', 'organo', 'ufficio', 'agenzia', 'fonte', 'agenzia governativa', 'istituzione', 'uffizio', 'studio', 'posto', 'posizione', 'incarico', 'carica']"
"['rock and roll', 'musique rock', ""rock 'n' roll"", 'roche', 'pierre']","['Rock ’n’ Roll', 'Rockmusik', 'Stein', 'Fels', 'Gestein']","['рок', 'рок-н-ролл', 'рок-му́зыка', 'рок-музыка', 'порода', 'горная порода', 'камень']","['rock', 'rock music', ""rock 'n' roll"", ""rock'n'roll"", 'rock and roll', 'rock-and-roll', 'stone', 'pebble']","['摇滚乐', '摇滾樂', '搖滾', '搖滾音樂', '摇滚音乐', '搖滾樂', '摇滚', '小石頭', '鹅卵石', '鵝卵石', '小石子', '岩石', '聚合体', '石头', '石']","['rock and roll', 'rock-and-roll', ""rock'n'roll"", 'rock & roll', 'música rock', 'piedra', 'roca', 'rocas', 'grava']","['ロック', 'ロックンロール', 'ロック音楽', '石', '岩', '岩石']","['록', '락', '로큰롤', '락 음악', '록 음악', '바위', '암석']","['rokk', ""rock'n'roll"", 'rokkmuusika', 'kivim', 'kivi']","['rokki', 'rock and roll', ""rock'n'roll"", ""rock 'n' roll"", 'rock-musiikki', 'rock-and-roll', 'kallio', 'kivi']","[""rock-'n-roll"", 'rockmuziek', 'Rock n roll', 'gesteente', 'kiezelsteen', 'steen', 'rots', 'rots of gesteente', 'natuursteen', 'kiezel', 'steenrots']","['रॉक', 'रॉक संगीत', 'रॉक ऐन्ड रोल\u200b', 'शैल']",rock,"['musica rock', 'rock and roll', 'pietra', 'sasso', 'roccia', 'osso', 'nocciolo']"
"['pouvoir politique', 'pouvoir', 'force', 'puissance', 'force musculaire', 'force physique']","['politische Macht', 'Macht', 'Leistung']","['политическая власть', 'власть', 'мощность']","['power', 'political power', 'powerfulness', 'muscular strength', 'strength', 'might', 'physical strength', 'mightiness']","['權力', '功率']","['poder político', 'poder', 'potencia', 'fuerza', 'poderío']","['権力', '仕事率']","['권력', '일률']","['poliitiline võim', 'võim', 'Võim', 'võimsus', 'Võimsus']","['poliittinen valta', 'valta', 'voima', 'voimakkuus', 'teho', 'vahvuus', 'väkevyys']","['politieke macht', 'macht', 'vermogen', 'kracht', 'mogendheid', 'sterkte', 'spierkracht']",['शक्ति'],power,"['potere politico', 'potere', 'potenza', 'forza', 'facoltà', 'Potenza', 'energia', 'forza fisica', 'forza muscolare']"
"['saison estivale', ""saison d'été"", 'période estivale', 'été']","['Sommersaison', 'Sommerzeit', 'Sommer']","['ле́то', 'ле́тнее вре́мя года', 'лето', 'ле́тний сезо́н']","['summer', 'summertime', 'summer season']","['夏季', '夏', '夏天']","['estación veraniega', 'estación estival', 'estación de verano', 'verano', 'estío']","['夏', '夏時']",['여름'],['suvi'],"['kesä', 'kesäaika']","['zomer', 'zomerseizoen', 'zomertijd']",['ग्रीष्म ऋतु'],summer,"['stagione estiva', 'estate']"
